Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,InvestmentType,Amount in USD,Year
232,2018-07-06,meesho,consumer internet,online marketplace for resellers,bengaluru,"sequoia capital india, saif partners, y combinator and venture highway",private equity,11500000.0,2018
233,2018-10-06,ayefinance,finance,online lending platform,gurugram,"capitalg, saif partners and lgt impact ventures",private equity,21500000.0,2018
234,2018-11-06,theranosis,healthcare,specialised diagnostics platform,hyderabad,mumbai angels network,seed/ angel funding,1725000.0,2018
235,2018-12-06,alpha capital,finance,supplychain finance,mumbai,alpha capital,private equity,14800000.0,2018
236,2018-12-06,eshakti,e-commerce,fashion e-tailer,chennai,paragon partners,private equity,10100000.0,2018
237,2018-12-06,daily ninja,consumer internet,hyperlocal delivery platform,bengaluru,saama capital and sequoia capital,seed/ angel funding,3000000.0,2018
238,2015-01-01,nirogstreet,healthcare,an online platform that connects ayurveda doctors with patients,gurugram,"spiral ventures, subho ray and samir kumar",seed/ angel funding,300000.0,2015
239,2015-01-01,nivesh,finance,mass market mutual fund investment platform,new delhi,"letsventure, rajan anandan, basab pradhan, vivek khare and bijoy george",seed/ angel funding,450000.0,2015
240,2015-01-01,what\\xe2\\x80\\x99s up life,consumer internet,"a local discovery app for dining-out, party, leisure and events",gurugram,rannvijay singha,seed/ angel funding,1725000.0,2015
241,2015-01-01,homelane,consumer internet,online home furnishing solutions,bengaluru,brand capital,seed/ angel funding,3450000.0,2015
242,2015-01-01,network intelligence,technology,cybersecurity specialist,mumbai,helix investments,private equity,4800000.0,2015
243,2015-01-01,tynor othontics,healthcare,prosthetics manufacturers,chandigarh,lighthouse funds & thuasne participations,private equity,21000000.0,2015
244,2015-01-01,elucidata,it,data analytics (saas),delhi & cambridge,hyperplane venture capital and several angel investors,seed/ angel funding,1700000.0,2015
245,2015-01-01,chrysalis,ed-tech,education services provider,pune,menterra venture & artha initiatives,seed/ angel funding,1725000.0,2015
246,2015-01-01,rentsher,consumer internet,online rental marketplace,bengaluru,"shorooq investments, letsventure & others",seed/ angel funding,1100000.0,2015
247,2015-01-01,drip capital,finance,trade finance firm,mumbai,"accel partners, sequoia india, y combinator and others.",private equity,15000000.0,2015
248,2015-01-01,wickedride,consumer internet,online motorbike and scooter rental platforms,bengaluru,"sequoia capital, accel partners & raghunandan gangappa",private equity,9100000.0,2015
249,2015-01-01,policybazaar,consumer internet,online insurance selling platform,gurugram,softbank vision fund & info edge (india) ltd,private equity,200000000.0,2015
250,2015-01-01,hipbar,consumer internet,digital payment platform for beverage delivery,bengaluru,diageo india,private equity,4000000.0,2015
251,2015-01-01,sqqrl,finance,app-based investment platform,gurugram,equanimity venture fund,seed/ angel funding,1000000.0,2015
252,2015-01-01,paytm,technology,digital payment platform,new delhi,one 97 communications,private equity,8950000.0,2015
253,2015-01-01,sigtuple,healthcare,data driven intelligence solutions platform,bengaluru,"accel partners, idg venture, endiya partners, pi ventures, vh capital, axilor ventures and binny bansal",private equity,19000000.0,2015
254,2015-01-01,wow express,technology,e-commerce logistics platform,mumbai,undisclosed existing investors as well as the tamarind family trust,private equity,4500000.0,2015
255,2015-01-01,front desk ai,technology,an ai platform offering automated customer service software,bengaluru,speciale invest & others,seed/ angel funding,1100000.0,2015
256,2015-01-01,edureka,ed-tech,online education platform,bengaluru,leo capital,seed/ angel funding,2000000.0,2015
257,2015-01-01,numeroseven,technology,an artificial intelligence-based recruitment platform,kolkata,shiva gunapu & others,seed/ angel funding,1725000.0,2015
258,2018-02-05,opentap,finance,online lending platform,chennai,unknown high net-worth individuals,seed / angel funding,450000.0,2018
259,2018-02-05,bizongo,consumer internet,aggregator for packaging material,mumbai,"b capital, international finance corporation (ifc), accel partners and idg ventures",private equity,22000000.0,2018
260,2018-03-05,disprz,it,saas,chennai,"il&fs private equity, kae capital & others",seed / angel funding,2500000.0,2018
261,2018-07-05,paisadukan,consumer internet,p2p lending platform,mumbai,Undisclosed,seed / angel funding,225000.0,2018
262,2018-09-05,i3sysytems,technology,ai product company for health and life insurane companies,mumbai,"unitus ventures, behram vakil and jerxis vandrevala",seed / angel funding,1000000.0,2018
263,2018-11-05,earth food,consumer internet,agri-tech,pune,rairah corporation,seed / angel funding,949000.0,2018
264,2015-01-01,nykaa,consumer internet,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,24000000.0,2015
265,2015-01-01,mfine,healthcare,doctor-consultation app,bengaluru,"prime venture partners, stellaris venture partners and mayur abhaya srisrimal",private equity,4200000.0,2015
266,2015-01-01,rocketium,technology,online video creation platform,bengaluru,blume ventures,seed/ angel funding,300000.0,2015
267,2015-01-01,milkbasket,technology,micro-delivery grocery startup,gurugram,"kalaari capital, unilever ventures and blume ventures",private equity,7000000.0,2015
268,2015-01-01,vola,finance,micro lending platform,bengaluru,credika and unnamed angel investors,seed/ angel funding,500000.0,2015
269,2015-01-01,cashkumar,consumer internet,p2p lending platform,bengaluru,letsventure,seed/ angel funding,735000.0,2015
270,2015-01-01,edyoo,e-commerce,products for shoolgoing children,bengaluru,rs shanbag,seed/ angel funding,735000.0,2015
271,2015-01-01,aashiyaan,finance,housing finance for low-income families,kolkata,"insistor, oikocredit",seed/ angel funding,2000000.0,2015
272,2015-01-01,smartivity,ed-tech,designer of toys and learning projects for kids,new delhi,"ashish kacholi, s chand group",seed/ angel funding,2000000.0,2015
273,2015-01-01,bonphulapl,clean-tech,oxygen optimiser manufacturer,new delhi,atul gupta and saurabh rastogi,seed/ angel funding,293000.0,2015
274,2015-01-01,acko,consumer internet,online insurance platform,mumbai,"amazon, ashish dhawan, catamaran ventures, nr narayana murthy.",seed/ angel funding,12000000.0,2015
275,2015-01-01,hwell24,healthcare,home healthcare aggregator,mumbai,"prashant mehta, mitali pawar, nikhil g and bhavesh p, r ranganathan, oncotrust and medintel services pvt. ltd",seed/ angel funding,200000.0,2015
276,2015-01-01,toffee,consumer internet,online insurance platform,gurugram,"kalaari capital, omidyar network and accion venture labs",seed/ angel funding,1500000.0,2015
277,2015-01-01,tonetag,technology,mobile payments technology platform,bengaluru,amazon inc. and mastercard,private equity,8000000.0,2015
278,2015-01-01,events high,consumer internet,events and activities discovery platform,bengaluru,treebo,private equity,1725000.0,2015
279,2015-01-01,stellaps,technology,iot application platform in agriculture,bengaluru,"indusage partners, bill & melinda gates foundation, qualcomm venture, abb technology ventures, omnivore, blume ventures, venture highway and beenext",private equity,14000000.0,2015
280,2015-01-01,credright,consumer internet,lending platform for smes,hyderabad,"accion venture lab, yournest venture capital and other angel investors",seed/ angel funding,1300000.0,2015
281,2018-02-04,fitternity,consumer internet,online fitness discovey platform,mumbai,"exfinity venture, saha fund partners, arihant patni of patni family office, anjali bansal, shardul amarchand mangaldas, satish khanna and taparia family office.",private equity,2000000.0,2018
282,2018-02-04,synctag,technology,social media anlaytics platform,coimbatore,subhkam ventures and mohit khadaria,seed / angel funding,307600.0,2018
283,2018-02-04,benepik,technology,enhanced employee engagement platform,gurugram,"vishal bali, yogesh misra, thomas assessments and others",seed / angel funding,1725000.0,2018
284,2018-02-04,finzy,consumer internet,online loan matchmaking platform,bengaluru,Undisclosed,seed / angel funding,1300000.0,2018
285,2018-04-04,varthana,finance,loans and services to affordable private schools in india,bengaluru,"chryscapital, existing investors, elevar equity, lgt impact, omidyar network and kaizen private equity also participated in the round",private equity,55000000.0,2018
286,2018-05-04,indigolearn,ed-tech,online education platform,hyderabad,"maheshwar peri, founder and chairman of career information portal careers360, and jamshed jeejeebhoy, director at byramjee jeejeebhoy pvt. ltd were among the angels",seed / angel funding,150000.0,2018
287,2018-05-04,vedantu,ed-tech,interactive online tutoring platform,bengaluru,"accel partners, tiger global and others",private equity,10000000.0,2018
288,2018-09-04,kaleidofin,fiinance,digital financial services platform,chennai,omidyar network. blume ventures and professor shlomo ben-haim,seed / angel funding,2800000.0,2018
289,2018-09-04,pipabella,consumer internet,fashion accessories etailer,mumbai,fireside ventures,seed / angel funding,1000000.0,2018
290,2018-09-04,elemential,technology,blockchain platform,mumbai,"matrix partner, amrish rau, investopad, digital currency group, hinduja group, lightspeed india, eight innovate, amit ranjan, prashant malik and others",seed / angel funding,1725000.0,2018
291,2018-09-04,kriger campus,ed-tech,mobile-based education network,new delhi,Undisclosed,seed / angel funding,46140.0,2018
292,2018-10-04,loanzen,finance,digital lending platform in logistics,bengaluru,kae capital management,seed / angel funding,1725000.0,2018
293,2018-10-04,traveltriangle,consumer internet,online travel marketplace,gurugram,"fundamentum, saif partners, bessemer venture partners, rb investments & others",private equity,12000000.0,2018
294,2018-12-04,letsmd,healthcare,platform to discover healthcare financing options,new delhi,"sri capital, waterbridge ventures and thinkuvate",seed / angel funding,1000000.0,2018
295,2018-12-04,ayefinance,finance,online lending platform,gurugram,"blueorchard finance ltd, hinduja leyland finance and intellegrow",debt funding,4600000.0,2018
296,2015-01-01,mintifi,finance,online lending platform,mumbai,lok capital,seed / angel funding,2000000.0,2015
297,2015-01-01,icanstay,consumer internet,online platform for luxury hotel stay for business travelers,new delhi,mr. manoj prasad,seed / angel funding,500000.0,2015
298,2015-01-01,pregbuddy,healthcare,connected care app for pregnant women,bengaluru,"rajan anandan, madhusudhan kannan, jayant kadambi, puneet gupta and pradeep k jaisingh",seed / angel funding,1725000.0,2015
299,2015-01-01,coverfox,consumer internet,online insurance aggregator,mumbai,"international finance corporation, transamerica and others.",private equity,22000000.0,2015
300,2015-01-01,lenskart,consumer internet,online eyewear retailer,faridabad,tr capital,private equity,1725000.0,2015
301,2015-01-01,mamaearth,healthcare,online baby care products,gurugram,shilpa shetty kundra,private equity,1725000.0,2015
302,2015-01-01,fyle technologies,technology,ai based expense management platform,bengaluru,pravega ventures and beenext,seed / angel funding,1100000.0,2015
303,2015-01-01,true balance,technology,mobile balance checking app,gurugram,"line ventures corporation, line corp, naver, shinhan bank and ts investment",private equity,23000000.0,2015
304,2015-01-01,visit,healthcare,ai driven health tech platform,new delhi,"biz stone, kunal bahl, rohit bansal, alagu periyannan and karthee madasamy",private equity,1725000.0,2015
305,2015-01-01,doxper,healthcare,digitized health-tech solutions for practitioners,mumbai,vidal healthcare,seed / angel funding,1900000.0,2015
306,2015-01-01,nykaa,consumer internet,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,11000000.0,2015
307,2015-01-01,mihuru,finance,online platform providing micro loans for air travel,mumbai,Undisclosed,seed / angel funding,150000.0,2015
308,2015-01-01,capital float,finance,online lending platform,bengaluru,amazon,private equity,22000000.0,2015
309,2015-01-01,trip shelf,consumer internet,online travel marketplace,new delhi,"gems advisory, alok mittal and sachin bhatia",seed / angel funding,246000.0,2015
310,2015-01-01,popxo,technology,women focussed digital media platform,new delhi,"neoplux, oppo, idg ventures india, kalaari capital, gree ventures and summit media",private equity,5500000.0,2015
311,2015-01-01,railyatri,consumer internet,online travel ticketing platform,new delhi,"omidyar network, nandan nilekani, blume ventures, helion venture partners",private equity,1725000.0,2015
312,2015-01-01,1mg,consumer internet,online pharmacy store,gurugram,"sequoia capital, maverick capital ltd and hbm healthcare investments ltd",private equity,10000000.0,2015
